Average Linear Utility,Average Maximum Utility,Average Polarized Winner,Least Polarized Winner,Most Blocking Loser,Most Polarized Winner,Nash Product Welfare,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
2.2751365079365082,0.8718662698412696,0.09661469650785018,0.06840155317895785,0.0,0.13500311716196814,1.0104968941741932,0.1529452526502606,0.013029786717338253,0.0007734776730763073,216814794157873440,SSS,5,0.18099133480963436
2.2728662698412694,0.7249728174603174,0.06751667598666113,0.0320458558478975,0.1325,0.14159724887446085,0.9700434366626041,0.6976911425716321,0.05715740772372673,0.0018963510879537343,216814794157873440,MES_ExMQ,5,0.18099133480963436
2.3008777777777776,0.7257263888888889,0.062053843457001844,0.03174732263082914,0.0725,0.10728564552731773,0.9858271763145067,0.6480983541115481,0.03984180893825438,0.0009946561147773632,216814794157873440,MES_ExLR,5,0.18099133480963436
2.8071867063492064,0.8321434523809523,0.10413839504525661,0.08091818653657896,0.3925,0.11180133585748374,1.1208293064622181,1.1788905989732315,0.021240413684063934,0.00017248619887281604,1621535679408417536,SDV,5,0.996480220838704
2.5580999999999996,0.8619920634920634,0.10036893007616492,0.038343892089303326,0.1225,0.13623369107062352,1.0808384740776382,0.5357601198016492,0.021040462219015784,0.0016727133379883267,1621535679408417536,SSQ,5,0.996480220838704
2.5191515873015873,0.8541482142857143,0.10306692328535454,0.08039458060080051,0.0275,0.13150969415546765,1.081110166324875,0.3602186838184776,0.021464634092958238,0.000487077996511224,1621535679408417536,AS,5,0.996480220838704
2.7744555555555563,0.8615593253968254,0.10903560390495382,0.09195237320348257,0.275,0.13150969415546765,1.1188149854096914,1.0789457259519153,0.018506144721666385,0.00022601038748780116,1621535679408417536,STV,5,0.996480220838704
2.811069246031746,0.852229761904762,0.10830220974373712,0.08091818653657896,0.405,0.13150969415546765,1.118963676418773,1.2195809039833831,0.02183777858931355,0.0003273785964272065,1621535679408417536,SSS,5,0.996480220838704
3.0406271825396827,0.6978968253968253,0.1188359000264257,0.11071081927644184,1.1075,0.13150969415546765,1.0523744780844995,2.8191087641515002,0.1388624023525998,8.35311115971959e-5,1621535679408417536,MES_ExMQ,5,0.996480220838704
2.9976738095238096,0.6876789682539681,0.12175742903391414,0.11180133585748374,1.165,0.13150969415546765,1.0271443619878522,2.8971759920896445,0.1376448385125733,6.686362255701851e-5,1621535679408417536,MES_ExLR,5,0.996480220838704
